Winorloose;Schwierigkeitsgrad;Anzahl.der.Wörter;Anzahl.der.Bilder;Vollständige.Beschreibung;Views;Likes;Kommentare;Follower;Following;Anzahl.der.Projekte;Contest;Project_page;User_page
0;1;35;0;0;241;2;0;204;54;49;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/bltrobotics/urban-farmbot-linkit-one-iot-edition-d88cf6;https://www.hackster.io/bltrobotics
1;1;33;0;0;265;4;0;6;0;9;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/user883426442/inspirational-quotes-7a9670;https://www.hackster.io/user883426442
0;1;33;0;0;52;1;0;0;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/timekeeper/alexa-and-github-48a17c;https://www.hackster.io/user3125148133
1;1;32;0;0;126;0;0;0;0;1;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/tetsuo-curie-48c191/warden-2fdd25;https://www.hackster.io/user0546623825
1;1;28;0;0;109;0;0;14;0;7;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/coreyc/programming-language-authors-036a36;https://www.hackster.io/coreyc
0;1;26;0;0;67;0;0;1;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/john-pollard/a-halesowen-town-fc-alexa-skill-94bfd5;https://www.hackster.io/john-pollard
1;1;24;0;0;199;2;0;7;0;7;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/brontosaurus/dino-list-fae600;https://www.hackster.io/BrianCottrell
0;1;18;0;0;87;0;2;1;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-scalar/motion-sensed-comforter-4adf81;https://www.hackster.io/aswin_vt
0;1;18;0;1;2152;13;0;4;0;2;https://www.hackster.io/contests/Smartphone-Hacks;https://www.hackster.io/n-hollow/light-control-with-clock-59e0ad;https://www.hackster.io/n-hollow
0;1;16;0;1;110;0;0;1;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/smart94dude/home-397c0e;https://www.hackster.io/smart94dude
1;1;16;0;0;59;0;0;0;0;1;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/johnson-family/dog-facts-c280d6;https://www.hackster.io/lisa-johnson
0;1;13;0;0;18;1;0;0;0;3;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/tom_bombadil/ask-alexa-for-next-bvb-game-f48ee9;https://www.hackster.io/tom_bombadil
0;1;13;0;0;45;0;0;0;0;3;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/tom_bombadil/ask-alexa-what-chuck-norris-says-458bd8;https://www.hackster.io/tom_bombadil
0;1;13;0;0;22;0;0;0;0;3;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/tom_bombadil/ask-alexa-for-a-random-quote-5b0c81;https://www.hackster.io/tom_bombadil
0;1;10;0;1;397;4;0;0;0;1;https://www.hackster.io/contests/particle;https://www.hackster.io/paul-cowan/pool-graph-swimming-pool-monitor-6806d8;https://www.hackster.io/paul-cowan
0;1;6;0;0;435;2;2;53;8;43;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/karimmufte/led-sequential-control-arduino-tutorial-16c6af;https://www.hackster.io/karimmufte
0;1;4;0;0;462;4;0;53;8;43;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/karimmufte/arduino-to-excel-communication-56ed80;https://www.hackster.io/karimmufte
0;1;3;0;0;83;0;0;0;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/michael-lohr/trello-7da5f7;https://www.hackster.io/michael-lohr
1;2;17612;71;1;8467;54;16;130;5;6;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/erictsai/lora-tooth-small-ble-sensors-over-wifi-lora-gateways-0aa109;https://www.hackster.io/erictsai
0;2;17612;71;1;8467;54;16;130;5;6;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/erictsai/lora-tooth-small-ble-sensors-over-wifi-lora-gateways-0aa109;https://www.hackster.io/erictsai
0;2;14606;22;1;22;0;0;4;0;20;https://www.hackster.io/contests/make-halloween-2016-contest;https://www.hackster.io/nerdyKat/led-pumpkin-cake-b173f9;https://www.hackster.io/nerdyKat
0;2;13648;19;1;1164;5;0;65;0;10;https://www.hackster.io/contests/netduino;https://www.hackster.io/alpha007/smart-home-using-netduino-e8ccfc;https://www.hackster.io/alpha007
0;2;12470;5;1;233;1;0;19;0;30;https://www.hackster.io/contests/make-halloween-2016-contest;https://www.hackster.io/FunguyPro/led-halloween-face-b526b3;https://www.hackster.io/FunguyPro
1;2;12355;40;1;3124;19;5;14;7;21;https://www.hackster.io/contests/IOT2020;https://www.hackster.io/jancumps/rolling-material-monitoring-51b6fc;https://www.hackster.io/jancumps
1;2;11916;37;1;768;8;0;70;58;25;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/team-gamma-canary/gamma-canary-68da7e;https://www.hackster.io/gov
1;2;11808;25;1;2846;18;4;11;0;2;https://www.hackster.io/contests/beaglebonegreen;https://www.hackster.io/cw-earley/haptic-neurohacking-with-the-beaglebone-haptic-cape-08ac18;https://www.hackster.io/cw-earley
1;2;11341;22;1;10604;55;47;223;25;50;https://www.hackster.io/contests/AzureEnterpriseIoT;https://www.hackster.io/porrey/sensor-telemetry-2-0-1-89d04d;https://www.hackster.io/porrey
1;2;11140;63;1;8941;35;0;35;8;11;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/PaulTR/bike-route-data-gatherer-12a831;https://www.hackster.io/PaulTR
1;2;11140;63;1;8941;35;0;35;8;11;https://www.hackster.io/contests/Helium;https://www.hackster.io/PaulTR/bike-route-data-gatherer-12a831;https://www.hackster.io/PaulTR
0;2;9985;38;0;360;0;2;0;0;1;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/wjcarpenter/iot-power-strip-fb6c8b;https://www.hackster.io/wjcarpenter
0;2;9670;40;1;3887;18;3;35;8;11;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/PaulTR/remote-and-voice-controlled-smart-fan-3ae50c;https://www.hackster.io/PaulTR
0;2;9670;40;1;3887;18;3;35;8;11;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/PaulTR/remote-and-voice-controlled-smart-fan-3ae50c;https://www.hackster.io/PaulTR
1;2;9440;17;1;11704;46;2;55;9;12;https://www.hackster.io/contests/sigfoxuniversities;https://www.hackster.io/LightPro/myriver-352bfa;https://www.hackster.io/LightPro
1;2;8686;19;1;1763;8;0;65;0;10;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/alpha007/smartmali-1fbdda;https://www.hackster.io/alpha007
0;2;8686;19;1;1763;8;0;65;0;10;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/alpha007/smartmali-1fbdda;https://www.hackster.io/alpha007
0;2;8483;80;1;3305;16;1;3;0;1;https://www.hackster.io/contests/Helium;https://www.hackster.io/david-kanceruk/battery-charger-monitor-326796;https://www.hackster.io/david-kanceruk
0;2;8398;16;0;3041;7;5;0;0;1;https://www.hackster.io/contests/sparkfun-blynk-contest;https://www.hackster.io/tigercat/blynk-home-automation-system-d74edb;https://www.hackster.io/tigercat
1;2;8228;36;1;124881;389;32;149;0;3;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/cyborg-titanium-14/home-automation-system-using-raspberry-pi-784235;https://www.hackster.io/cyborg-titanium-14
1;2;8110;49;1;2565;9;0;4;1;1;https://www.hackster.io/contests/artikcloud;https://www.hackster.io/jvda/generating-gps-traces-for-upload-in-openstreetmap-2d6e0e;https://www.hackster.io/jvda
1;2;7537;28;1;5841;21;38;70;58;25;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/team-101/it-s-for-the-birds-119256;https://www.hackster.io/gov
0;2;7508;34;1;3383;19;1;2;1;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/rampi/rampiot-cool-smart-lock-a6d816;https://www.hackster.io/rampi
1;2;7367;26;1;585;3;0;1;0;2;https://www.hackster.io/contests/walabot2017;https://www.hackster.io/teckrio/wally-flow-mindfulness-with-walabot-and-alexa-2fffe0;https://www.hackster.io/teckrio
0;2;7359;16;1;341;2;0;0;3;1;https://www.hackster.io/contests/IOT2020;https://www.hackster.io/trackme21/a-safety-assistant-for-industrial-control-system-46627d;https://www.hackster.io/trackme21
1;2;7264;11;1;2945;24;7;6;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/moors7/death-star-word-clock-44ff10;https://www.hackster.io/moors7
1;2;7058;10;1;3631;13;3;4;0;1;https://www.hackster.io/contests/beaglebonegreen;https://www.hackster.io/anemoi/lean-green-rc-sailing-machine-2cdde5;https://www.hackster.io/psiphi75
0;2;6857;3;0;66;0;0;0;0;1;https://www.hackster.io/contests/hologram;https://www.hackster.io/craig-richards/raspberry-pi-vehicle-tracking-telemetry-960bf9;https://www.hackster.io/craig-richards
0;2;6578;20;1;1440;18;0;45;0;4;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/Imetomi/jedi-force-gestures-based-home-automation-be6c7b;https://www.hackster.io/Imetomi
0;2;6578;20;1;1440;18;0;45;0;4;https://www.hackster.io/contests/particle;https://www.hackster.io/Imetomi/jedi-force-gestures-based-home-automation-be6c7b;https://www.hackster.io/Imetomi
0;2;6529;79;1;11772;56;24;59;7;10;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/ruchir1674/smart-switch-using-arduino-and-alexa-0669a5;https://www.hackster.io/ruchir1674
0;2;6529;79;1;11772;56;24;59;7;10;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/ruchir1674/smart-switch-using-arduino-and-alexa-0669a5;https://www.hackster.io/ruchir1674
1;2;6305;33;1;9654;51;4;19;0;4;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/mathwuy/voice-controlled-k-nex-car-f1b867;https://www.hackster.io/mathwuy
1;2;6138;30;1;10149;21;5;41;1;18;https://www.hackster.io/contests/arduino-mkrfox1200;https://www.hackster.io/TinamousSteve/really-smart-box-a3fba8;https://www.hackster.io/TinamousSteve
0;2;6029;34;1;3686;16;3;15;10;3;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/ahmedibrrahim/raspberry-pi-3-as-a-web-server-using-flask-and-python-47fb62;https://www.hackster.io/ahmedibrrahim
0;2;6029;34;1;3686;16;3;15;10;3;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/ahmedibrrahim/raspberry-pi-3-as-a-web-server-using-flask-and-python-47fb62;https://www.hackster.io/ahmedibrrahim
0;2;5934;17;1;2694;12;1;6;0;3;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/DangerousTim/aquafeeder-2-0-automatic-fish-feeder-d15e0c;https://www.hackster.io/DangerousTim
0;2;5901;42;1;680;3;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/oleolson/smart-smokes-591c25;https://www.hackster.io/oleolson
0;2;5877;21;1;1035;7;0;4;1;3;https://www.hackster.io/contests/DRS;https://www.hackster.io/sainath-komakula/smart-vendy-cd197e;https://www.hackster.io/sainath-komakula
0;2;5876;50;1;2826;16;3;142;0;25;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/pooja_baraskar/let-s-make-a-smartwatch-with-aws-iot-661fed;https://www.hackster.io/pooja_baraskar
0;2;5786;12;1;408;2;1;16;0;9;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/breakpointer/kitchen-appliance-monitoring-with-bb-8-f68f5f;https://www.hackster.io/breakpointer
0;2;5746;16;0;2257;13;1;5;0;1;https://www.hackster.io/contests/Helium;https://www.hackster.io/rudmerriam/a-dual-purpose-environment-and-hvac-monitoring-system-91dcbf;https://www.hackster.io/rudmerriam
1;2;5737;21;1;749;4;1;20;0;6;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/bastiaan-slee/chiiiiiirp-indoor-air-quality-measurement-and-alarm-260622;https://www.hackster.io/bastiaan-slee
0;2;5725;10;0;3797;12;0;1;3;2;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/dasbridge-team/dasbridge-129717;https://www.hackster.io/aldrinleal
1;2;5576;14;0;3913;76;0;3;0;1;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/team-blindsight/blindsight-virtual-eyes-through-haptic-feedback-1f0a8f;https://www.hackster.io/devin-mui
0;2;5552;59;1;8076;39;1;8;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/3r1km0r4n/iot-for-coins-677ab8;https://www.hackster.io/3r1km0r4n
0;2;5550;16;1;489;3;0;9;0;11;https://www.hackster.io/contests/KinetisFlexIO;https://www.hackster.io/claude4/air-quality-control-2e7d65;https://www.hackster.io/claude4
1;2;5459;9;1;329;2;0;2;0;2;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/martin-mander/the-alexaphone-gpio-challenge-87f01b;https://www.hackster.io/martin-mander
0;2;5423;17;1;420;0;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/erik-lane/controlling-a-siren-with-alexa-1b16fb;https://www.hackster.io/erik-lane
1;2;5387;12;1;3288;8;1;1;0;3;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/roroid/iot-aquarium-controller-448dac;https://www.hackster.io/roroid
0;2;5365;25;1;36733;83;68;14;0;2;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/awshome/awshome-home-automation-using-rpi-alexa-iot-a3d3dc;https://www.hackster.io/rajington
1;2;5251;4;1;378;1;0;0;0;6;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/justin-revelstoke/we-feel-fine-alexa-28e19d;https://www.hackster.io/justin-revelstoke
0;2;5234;11;1;1587;5;0;5;0;7;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/3magku/alexa-controlled-door-sign-demo-5fb51a;https://www.hackster.io/3magku
1;2;5226;13;1;9582;48;15;8;0;1;https://www.hackster.io/contests/Google;https://www.hackster.io/james-puderer/distributed-air-quality-monitoring-using-taxis-69647e;https://www.hackster.io/james-puderer
1;2;5226;13;1;9582;48;15;8;0;1;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/james-puderer/distributed-air-quality-monitoring-using-taxis-69647e;https://www.hackster.io/james-puderer
1;2;5198;30;1;4779;10;0;9;0;4;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/truthkos/ambient-light-sensor-for-philips-hue-e71b17;https://www.hackster.io/truthkos
0;2;5184;37;1;1069;6;1;33;7;8;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/suhail_jr/glo-iot-smart-light-b3fb5d;https://www.hackster.io/suhail_jr
0;2;5058;22;1;780;7;0;35;2;8;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/geeve-george/curismo-a-smart-pill-box-assistant-for-users-with-dementia-7a8dfd;https://www.hackster.io/geeve-george
1;2;5058;22;1;780;7;0;35;2;8;https://www.hackster.io/contests/walabot2017;https://www.hackster.io/geeve-george/curismo-a-smart-pill-box-assistant-for-users-with-dementia-7a8dfd;https://www.hackster.io/geeve-george
0;2;4948;54;1;12985;58;36;0;0;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/25439/voice-controlled-smart-home-36e37e;https://www.hackster.io/mafiha
1;2;4948;54;1;12985;58;36;0;0;1;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/25439/voice-controlled-smart-home-36e37e;https://www.hackster.io/mafiha
0;2;4948;54;1;12985;58;36;229;24;35;https://www.hackster.io/contests/alexa-reinvent;https://www.hackster.io/25439/voice-controlled-smart-home-36e37e;https://www.hackster.io/taifur
0;2;4933;28;1;895;8;2;3;1;4;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/cojoteam/stowaway-e1813c;https://www.hackster.io/Peque
0;2;4868;14;1;979;11;2;14;0;2;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/heskew/little-sentry-droid-179ff2;https://www.hackster.io/heskew
0;2;4863;33;0;295;4;2;1;0;3;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/trinity-wiggin-26/ask-the-barn-5fd3e5;https://www.hackster.io/trinity-wiggin-26
0;2;4827;15;1;4421;27;5;30;0;12;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/terren/simple-gardening-service-manage-indoor-gardens-using-iot-be95d1;https://www.hackster.io/terren
1;2;4798;15;1;1533;28;5;14;0;1;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/10867/longer-life-for-drivers-f17f13;https://www.hackster.io/alixaangarita
0;2;4757;12;1;21915;42;31;65;0;10;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/alpha007/smart-trash-can-iot-system-0f9160;https://www.hackster.io/alpha007
0;2;4753;12;1;464;4;0;1;3;9;https://www.hackster.io/contests/hologram;https://www.hackster.io/Jolley71717/fire-equipment-management-893de2;https://www.hackster.io/Jolley71717
1;2;4726;38;1;1988;7;0;0;0;0;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/attari/warehouse-control-shed-greenhouse-monitoring-fbd2b3;https://www.hackster.io/attari
1;2;4726;38;1;1988;7;0;0;0;0;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/attari/warehouse-control-shed-greenhouse-monitoring-fbd2b3;https://www.hackster.io/attari
0;2;4726;38;1;1988;7;0;0;0;0;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/attari/warehouse-control-shed-greenhouse-monitoring-fbd2b3;https://www.hackster.io/attari
1;2;4726;34;1;1712;5;0;0;0;1;https://www.hackster.io/contests/arduino-automation-robotics;https://www.hackster.io/nikodembartnik/industrial-line-follower-for-supplying-materials-9a35f5;https://www.hackster.io/nikodembartnik
0;2;4724;39;1;997;6;3;65;0;10;https://www.hackster.io/contests/DRS;https://www.hackster.io/alpha007/omegajar-32c678;https://www.hackster.io/alpha007
1;2;4719;26;1;3573;17;15;1;0;1;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/nmagill123/hacker-detector-80d8b2;https://www.hackster.io/nmagill123
0;2;4692;17;1;6691;43;10;15;4;8;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/skyline/solar-panel-dual-management-system-sp-dms-3a87ca;https://www.hackster.io/skyline
1;2;4692;17;1;6691;43;10;15;4;8;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/skyline/solar-panel-dual-management-system-sp-dms-3a87ca;https://www.hackster.io/skyline
1;2;4692;17;1;6691;43;10;15;4;8;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/skyline/solar-panel-dual-management-system-sp-dms-3a87ca;https://www.hackster.io/skyline
0;2;4679;42;0;948;3;0;1;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/jfforever70/habitat-hub-an-alexa-and-arduino-smart-home-for-terrariums-8c3f1a;https://www.hackster.io/jfforever70
0;2;4679;14;1;1519;3;8;3;0;2;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/Sverd_Industries/diy-iot-lamp-for-home-automation-c76a23;https://www.hackster.io/Sverd_Industries
0;2;4657;20;1;71;0;0;2;0;1;https://www.hackster.io/contests/wiznet;https://www.hackster.io/david-j-chazhoor/perfect-parking-5bb2e9;https://www.hackster.io/david-j-chazhoor
1;2;4641;13;1;286025;674;95;371;0;8;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/AnuragVasanwala/home-automation-using-raspberry-pi-2-and-windows-10-iot-0dcefc;https://www.hackster.io/AnuragVasanwala
0;2;4593;19;1;5816;24;3;8;0;6;https://www.hackster.io/contests/beaglebonegreen;https://www.hackster.io/fcooper27/beaglealexa-56f174;https://www.hackster.io/fcooper27
0;2;4508;4;0;242;4;0;1;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/stuartmvg/the-kotor-crate-dbce5b;https://www.hackster.io/stuartmvg
1;2;4457;14;1;805;4;1;5;0;7;https://www.hackster.io/contests/arduino-mkrfox1200;https://www.hackster.io/3magku/squirrel-feeder-tweet-cb5d74;https://www.hackster.io/3magku
0;2;4448;12;1;9246;45;40;94;5;12;https://www.hackster.io/contests/particle;https://www.hackster.io/chipmc/smart-and-safe-outdoor-plant-watering-system-new-for-2018-17d5c8;https://www.hackster.io/chipmc
1;2;4448;12;1;9246;45;40;94;5;12;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/chipmc/smart-and-safe-outdoor-plant-watering-system-new-for-2018-17d5c8;https://www.hackster.io/chipmc
1;2;4428;37;1;20176;23;6;31;0;5;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/Technovation/smart-garbage-monitoring-system-using-arduino-101-3b813c;https://www.hackster.io/Technovation
1;2;4428;37;1;20176;23;6;31;0;5;https://www.hackster.io/contests/EarthDayPlanetPulse;https://www.hackster.io/Technovation/smart-garbage-monitoring-system-using-arduino-101-3b813c;https://www.hackster.io/Technovation
0;2;4396;12;1;7220;77;4;2;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/jonathanmv/alexa-launch-a-paper-plane-acf175;https://www.hackster.io/jonathanmv
1;2;4382;11;1;1044;11;1;23;4;6;https://www.hackster.io/contests/Infineon3D;https://www.hackster.io/gabogiraldo/ia-monitoring-earthquake-structures-8175e6;https://www.hackster.io/gabogiraldo
1;2;4345;16;1;13078;30;7;12;6;1;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/alberto-sartori/smart-cube-a-new-way-to-control-your-home-7d0283;https://www.hackster.io/alberto-sartori
1;2;4340;6;1;140;1;0;1;0;1;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/blast_545/funky-super-leds-3e7143;https://www.hackster.io/blast_545
0;2;4336;17;1;2287;26;4;4;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/gpvm/lobot-2-0-wearable-headgear-f9acac;https://www.hackster.io/gpvm
0;2;4319;9;1;1718;24;20;13;18;2;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/ravi-butani/drs-for-sanitization-needs-of-baby-25b391;https://www.hackster.io/ravi-butani
0;2;4319;9;1;1718;24;20;13;18;2;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/ravi-butani/drs-for-sanitization-needs-of-baby-25b391;https://www.hackster.io/ravi-butani
0;2;4319;9;1;1718;24;20;13;18;2;https://www.hackster.io/contests/DRS;https://www.hackster.io/ravi-butani/drs-for-sanitization-needs-of-baby-25b391;https://www.hackster.io/ravi-butani
1;2;4274;26;1;234;5;1;0;0;1;https://www.hackster.io/contests/sigfoxuniversities;https://www.hackster.io/mario-andres-de-los-santos-hernandez/monitoring-system-for-endemic-species-in-mexico-15690d;https://www.hackster.io/mario-andres-de-los-santos-hernandez
0;2;4263;12;0;50618;145;36;66;0;3;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/aaronkow/iot-home-security-model-71e48e;https://www.hackster.io/aaronkow
1;2;4249;49;1;989;4;0;19;0;4;https://www.hackster.io/contests/UKAmazonAlexa;https://www.hackster.io/mathwuy/wikia-alexa-skill-builder-elite-dangerous-wiki-skill-b410d7;https://www.hackster.io/mathwuy
0;2;4245;17;1;5209;17;2;5;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/JHowardA/hygge-home-alexa-smart-bath-e6fbd8;https://www.hackster.io/JHowardA
0;2;4243;17;1;119;2;0;1;0;3;https://www.hackster.io/contests/make-halloween-2016-contest;https://www.hackster.io/user245313/glowing-demon-led-light-box-6051d8;https://www.hackster.io/user245313
0;2;4205;12;1;930;5;2;14;2;4;https://www.hackster.io/contests/KinetisFlexIO;https://www.hackster.io/MarcelK/the-freedom-infinity-mirror-9a2c13;https://www.hackster.io/MarcelK
1;2;4169;27;1;6188;33;8;16;0;2;https://www.hackster.io/contests/beaglebonegreen;https://www.hackster.io/mirkix/flying-beaglebone-green-448b60;https://www.hackster.io/mirkix
1;2;4164;33;1;16545;62;12;19;0;4;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/mathwuy/elite-dangerous-ship-assistant-04e2cd;https://www.hackster.io/mathwuy
0;2;4163;1;1;162;1;2;0;0;1;https://www.hackster.io/contests/wiznet;https://www.hackster.io/minas-kalarakis/digital-thermostat-for-burner-and-boiler-with-remote-monitor-9beae5;https://www.hackster.io/minas-kalarakis
1;2;4145;20;1;85;1;0;1;0;3;https://www.hackster.io/contests/UKAmazonAlexa;https://www.hackster.io/peter-mcdonald/know-your-msp-285db6;https://www.hackster.io/peter-mcdonald
1;2;4123;17;1;443;4;2;0;0;1;https://www.hackster.io/contests/wiznet;https://www.hackster.io/amine-amri2/smart-home-using-an-8-channel-rs232-relay-module-8ad7cb;https://www.hackster.io/amine-amri2
1;2;4099;10;1;5781;42;4;2;0;1;https://www.hackster.io/contests/Google;https://www.hackster.io/hitherejoe/braillebox-braille-news-reader-e86060;https://www.hackster.io/hitherejoe
0;2;4098;15;1;301;1;0;0;0;3;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/wichai-tossamartvorakul/alexa-coco-sensor-monitor-e4ea56;https://www.hackster.io/wichai-tossamartvorakul
0;2;4093;11;1;1037;13;3;2;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/stefaandesmet/alexa-enabled-thermostat-for-junkers-gas-heater-13b899;https://www.hackster.io/stefaandesmet
0;2;4092;2;1;341;23;0;6;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/jordy-de-rosa/kitchen-assistant-4b8416;https://www.hackster.io/jordy-de-rosa
0;2;4073;12;1;98;0;0;0;0;1;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/sergio-mendoza/a-gallon-a-day-will-keep-the-drought-away-041e3c;https://www.hackster.io/sergio-mendoza
1;2;4045;7;1;1821;6;0;40;9;8;https://www.hackster.io/contests/artikcloud;https://www.hackster.io/luisomoreau/nerf-connected-target-on-steroids-fd12d7;https://www.hackster.io/luisomoreau
0;2;4040;12;0;176;1;0;18;0;4;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/luisantoniomartinnuez/sstv-capsule-for-high-altitude-balloons-63f628;https://www.hackster.io/luisantoniomartinnuez
0;2;4040;12;0;176;1;0;18;0;4;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/luisantoniomartinnuez/sstv-capsule-for-high-altitude-balloons-63f628;https://www.hackster.io/luisantoniomartinnuez
1;2;4035;8;1;2649;16;0;17;0;2;https://www.hackster.io/contests/arduino-automation-robotics;https://www.hackster.io/StaffanEk/skating-robot-2adf1a;https://www.hackster.io/StaffanEk
0;2;4021;33;1;5109;16;7;10;1;4;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/vijayenthiran/intelligent-door-e59113;https://www.hackster.io/vijayenthiran
0;2;3952;0;1;2821;7;5;4;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/BeckyRicha/gmail-for-alexa-3fd61a;https://www.hackster.io/BeckyRicha
1;2;3938;23;1;2172;14;0;3;0;1;https://www.hackster.io/contests/sigfoxuniversities;https://www.hackster.io/zaidul/forest-sense-get-the-heartbeat-of-the-forest-1a2d7d;https://www.hackster.io/zaidul
1;2;3913;14;1;8373;63;3;5;0;1;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/youngd/ping-pong-showdown-eabaed;https://www.hackster.io/youngd
1;2;3895;34;1;666;3;2;31;0;5;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/Technovation/smart-garbage-system-using-max32620fthr-3c93c2;https://www.hackster.io/Technovation
