"","Winorloose","Schwierigkeitsgrad","Anzahl.der.Wörter","Anzahl.der.Bilder","Vollständige.Beschreibung","Views","Likes","Kommentare","Follower","Following","Anzahl.der.Projekte","Contest","Project_page","User_page"
"132",0,1,225,0,1,3.149,12,0,2,0,2,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/jm4rc0/brozabot-mk1-e24f40","https://www.hackster.io/jm4rc0"
"133",0,1,203,0,1,2.502,17,2,8,15,7,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/40807/healthy-arduino-69db68","https://www.hackster.io/SandeepDwivedi"
"134",0,1,198,1,1,599,3,0,0,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-indianrocker/smart-home-using-iot-a2e97e","https://www.hackster.io/chandan"
"135",0,1,189,2,0,72,0,0,8,0,8,"https://www.hackster.io/contests/april-fools","https://www.hackster.io/chuartdo/eye-scream-cup-9d39bc","https://www.hackster.io/chuartdo"
"136",0,1,181,1,0,270,1,0,5,0,7,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/3magku/ble-breathing-movement-monitor-scratch-fec1b7","https://www.hackster.io/3magku"
"137",0,1,181,1,0,60,0,1,0,0,1,"https://www.hackster.io/contests/make-holiday-contest","https://www.hackster.io/jim-weber/star-ornament-d44ebc","https://www.hackster.io/jim-weber"
"138",0,1,175,1,0,22.904,52,8,139,0,14,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/KaustubhAgarwal/room-temperature-sensor-with-display-on-mobile-009beb","https://www.hackster.io/KaustubhAgarwal"
"139",0,1,171,0,1,213,1,0,0,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/laurian_lamba/windows-says-standup-535ad1","https://www.hackster.io/laurian_lamba"
"140",0,1,160,0,0,321,8,2,5,2,3,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/team-vader-vambrace/vader-vambrace-0e6e3c","https://www.hackster.io/abraxas3d"
"141",0,1,159,0,0,1.647,2,1,0,0,1,"https://www.hackster.io/contests/april-fools","https://www.hackster.io/calvin-iba/april-fools-cup-siphon-2b2594","https://www.hackster.io/calvin-iba"
"142",0,1,144,0,1,252,1,0,0,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-totally-awesome-larsens/dress-me-e83852","https://www.hackster.io/blackpacu"
"143",0,1,136,0,0,158,3,0,29,0,11,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/jeffpar0721/pet-monitoring-611adc","https://www.hackster.io/jeffpar0721"
"144",0,1,126,1,0,536,0,0,17,4,11,"https://www.hackster.io/contests/pi-day-contest","https://www.hackster.io/momososo/nilakantha-series-89e939","https://www.hackster.io/momososo"
"145",0,1,126,0,0,53,0,0,0,0,2,"https://www.hackster.io/contests/april-fools","https://www.hackster.io/jak-s-hub/what-s-an-etruscan-urn-1b579e","https://www.hackster.io/jgrimm63"
"146",0,1,125,0,0,2.345,9,0,5,0,2,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/gary101gaurav/diy-home-of-the-future-smart-home-using-raspberry-pi-2d9daa","https://www.hackster.io/gary101gaurav"
"147",0,1,124,0,0,46,0,0,0,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-solarwind/home-energy-saving-system-cdc456","https://www.hackster.io/Israelfmb"
"148",0,1,124,0,0,21,0,0,0,0,5,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/phantom-ripley-mef/home-front-monitor-25bb21","https://www.hackster.io/phantom-ripley-mef"
"149",0,1,123,0,0,295,2,1,1,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-kool-kids/window-automation-temperature-and-light-60f607","https://www.hackster.io/hal-formula-16"
"150",0,1,118,1,0,5.781,18,4,4,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/linyi/security-camera-to-make-in-rpi2-and-webcam-f07953","https://www.hackster.io/linyi"
"151",0,1,105,0,0,780,3,1,2,0,5,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-mind-raiders/smart-plumbing-and-electrical-solutions-daf049","https://www.hackster.io/MurphyLaw"
"152",0,1,105,0,0,780,3,1,2,0,5,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-mind-raiders/smart-plumbing-and-electrical-solutions-daf049","https://www.hackster.io/MurphyLaw"
"153",0,1,102,1,0,1.151,5,0,21,1,20,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/Rjuarez7/arduino-101-blynk-and-ble-example-panel-69114f","https://www.hackster.io/Rjuarez7"
"154",0,1,72,0,0,280,2,0,2,0,1,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/SebastianAlba/save-water-city-730fb9","https://www.hackster.io/SebastianAlba"
"155",0,1,67,0,0,387,1,0,6,0,1,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/user152667/sensing-pir-motion-sensor-raw-units-and-display-c7c404","https://www.hackster.io/user152667"
"156",0,1,63,1,0,8,0,0,0,1,1,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/Shridar/counting-system-using-smart-sensors-ieee-docx-69c395","https://www.hackster.io/Shridar"
"157",0,1,48,0,1,89,1,0,0,0,1,"https://www.hackster.io/contests/hardware-home","https://www.hackster.io/ejlabnet/iweather1-86d763","https://www.hackster.io/ejlabnet"
"158",0,1,44,0,0,22,0,0,0,0,1,"https://www.hackster.io/contests/pi-day-contest","https://www.hackster.io/mcnair-magnet-makerspace/pi-makers-pi-makers-make-me-a-pi-570eee","https://www.hackster.io/connie-rooke"
"159",0,1,35,0,0,241,2,0,204,54,49,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/bltrobotics/urban-farmbot-linkit-one-iot-edition-d88cf6","https://www.hackster.io/bltrobotics"
"160",0,1,18,0,0,87,0,2,1,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-scalar/motion-sensed-comforter-4adf81","https://www.hackster.io/aswin_vt"
"161",0,1,16,0,1,110,0,0,1,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/smart94dude/home-397c0e","https://www.hackster.io/smart94dude"
"162",0,1,6,0,0,435,2,2,53,8,43,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/karimmufte/led-sequential-control-arduino-tutorial-16c6af","https://www.hackster.io/karimmufte"
"163",0,2,17612,71,1,8.467,54,16,130,5,6,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/erictsai/lora-tooth-small-ble-sensors-over-wifi-lora-gateways-0aa109","https://www.hackster.io/erictsai"
"164",0,2,9670,40,1,3.887,18,3,35,8,11,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/PaulTR/remote-and-voice-controlled-smart-fan-3ae50c","https://www.hackster.io/PaulTR"
"165",0,2,9670,40,1,3.887,18,3,35,8,11,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/PaulTR/remote-and-voice-controlled-smart-fan-3ae50c","https://www.hackster.io/PaulTR"
"166",1,2,8228,36,1,124.881,389,32,149,0,3,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/cyborg-titanium-14/home-automation-system-using-raspberry-pi-784235","https://www.hackster.io/cyborg-titanium-14"
"167",1,2,7537,28,1,5.841,21,38,70,58,25,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/team-101/it-s-for-the-birds-119256","https://www.hackster.io/gov"
"168",0,2,7508,34,1,3.383,19,1,2,1,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/rampi/rampiot-cool-smart-lock-a6d816","https://www.hackster.io/rampi"
"169",1,2,7264,11,1,2.945,24,7,6,0,1,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/moors7/death-star-word-clock-44ff10","https://www.hackster.io/moors7"
"170",0,2,6578,20,1,1.44,18,0,45,0,4,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/Imetomi/jedi-force-gestures-based-home-automation-be6c7b","https://www.hackster.io/Imetomi"
"171",0,2,6529,79,1,11.772,56,24,59,7,10,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/ruchir1674/smart-switch-using-arduino-and-alexa-0669a5","https://www.hackster.io/ruchir1674"
"172",0,2,6529,79,1,11.772,56,24,59,7,10,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/ruchir1674/smart-switch-using-arduino-and-alexa-0669a5","https://www.hackster.io/ruchir1674"
"173",0,2,6029,34,1,3.686,16,3,15,10,3,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/ahmedibrrahim/raspberry-pi-3-as-a-web-server-using-flask-and-python-47fb62","https://www.hackster.io/ahmedibrrahim"
"174",0,2,5901,42,1,680,3,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/oleolson/smart-smokes-591c25","https://www.hackster.io/oleolson"
"175",0,2,5786,12,1,408,2,1,16,0,9,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/breakpointer/kitchen-appliance-monitoring-with-bb-8-f68f5f","https://www.hackster.io/breakpointer"
"176",0,2,5725,10,0,3.797,12,0,1,3,2,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/dasbridge-team/dasbridge-129717","https://www.hackster.io/aldrinleal"
"177",0,2,5552,59,1,8.076,39,1,8,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/3r1km0r4n/iot-for-coins-677ab8","https://www.hackster.io/3r1km0r4n"
"178",0,2,5423,17,1,420,0,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/erik-lane/controlling-a-siren-with-alexa-1b16fb","https://www.hackster.io/erik-lane"
"179",1,2,5387,12,1,3.288,8,1,1,0,3,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/roroid/iot-aquarium-controller-448dac","https://www.hackster.io/roroid"
"180",0,2,5234,11,1,1.587,5,0,5,0,7,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/3magku/alexa-controlled-door-sign-demo-5fb51a","https://www.hackster.io/3magku"
"181",0,2,5058,22,1,780,7,0,35,2,8,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/geeve-george/curismo-a-smart-pill-box-assistant-for-users-with-dementia-7a8dfd","https://www.hackster.io/geeve-george"
"182",0,2,4948,54,1,12.985,58,36,0,0,1,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/25439/voice-controlled-smart-home-36e37e","https://www.hackster.io/mafiha"
"183",0,2,4933,28,1,895,8,2,3,1,4,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/cojoteam/stowaway-e1813c","https://www.hackster.io/Peque"
"184",0,2,4868,14,1,979,11,2,14,0,2,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/heskew/little-sentry-droid-179ff2","https://www.hackster.io/heskew"
"185",1,2,4798,15,1,1.533,28,5,14,0,1,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/10867/longer-life-for-drivers-f17f13","https://www.hackster.io/alixaangarita"
"186",0,2,4757,12,1,21.915,42,31,65,0,10,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/alpha007/smart-trash-can-iot-system-0f9160","https://www.hackster.io/alpha007"
"187",1,2,4692,17,1,6.691,43,10,15,4,8,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/skyline/solar-panel-dual-management-system-sp-dms-3a87ca","https://www.hackster.io/skyline"
"188",0,2,4679,42,0,948,3,0,1,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/jfforever70/habitat-hub-an-alexa-and-arduino-smart-home-for-terrariums-8c3f1a","https://www.hackster.io/jfforever70"
"189",0,2,4679,14,1,1.519,3,8,3,0,2,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/Sverd_Industries/diy-iot-lamp-for-home-automation-c76a23","https://www.hackster.io/Sverd_Industries"
"190",1,2,4641,13,1,286.025,674,95,371,0,8,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/AnuragVasanwala/home-automation-using-raspberry-pi-2-and-windows-10-iot-0dcefc","https://www.hackster.io/AnuragVasanwala"
"191",0,2,4508,4,0,242,4,0,1,0,1,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/stuartmvg/the-kotor-crate-dbce5b","https://www.hackster.io/stuartmvg"
"192",1,2,4428,37,1,20.176,23,6,31,0,5,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/Technovation/smart-garbage-monitoring-system-using-arduino-101-3b813c","https://www.hackster.io/Technovation"
"193",0,2,4396,12,1,7.22,77,4,2,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/jonathanmv/alexa-launch-a-paper-plane-acf175","https://www.hackster.io/jonathanmv"
"194",1,2,4345,16,1,13.078,30,7,12,6,1,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/alberto-sartori/smart-cube-a-new-way-to-control-your-home-7d0283","https://www.hackster.io/alberto-sartori"
"195",0,2,4336,17,1,2.287,26,4,4,0,1,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/gpvm/lobot-2-0-wearable-headgear-f9acac","https://www.hackster.io/gpvm"
"196",0,2,4319,9,1,1.718,24,20,13,18,2,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/ravi-butani/drs-for-sanitization-needs-of-baby-25b391","https://www.hackster.io/ravi-butani"
"197",0,2,4245,17,1,5.209,17,2,5,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/JHowardA/hygge-home-alexa-smart-bath-e6fbd8","https://www.hackster.io/JHowardA"
"198",0,2,4098,15,1,301,1,0,0,0,3,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/wichai-tossamartvorakul/alexa-coco-sensor-monitor-e4ea56","https://www.hackster.io/wichai-tossamartvorakul"
"199",0,2,4093,11,1,1.037,13,3,2,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/stefaandesmet/alexa-enabled-thermostat-for-junkers-gas-heater-13b899","https://www.hackster.io/stefaandesmet"
"200",0,2,4092,2,1,341,23,0,6,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/jordy-de-rosa/kitchen-assistant-4b8416","https://www.hackster.io/jordy-de-rosa"
"201",0,2,3865,42,1,2.057,14,0,229,0,19,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/Salmanfarisvp/jarvis-personal-assistant-ef7392","https://www.hackster.io/Salmanfarisvp"
"202",0,2,3764,16,1,2.71,21,3,9,0,4,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/milesnash_/3d-printer-monitoring-with-alexa-and-arduino-024292","https://www.hackster.io/milesnash_"
"203",1,2,3764,16,1,2.71,21,3,9,0,4,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/milesnash_/3d-printer-monitoring-with-alexa-and-arduino-024292","https://www.hackster.io/milesnash_"
"204",0,2,3741,18,1,8.236,24,0,6,0,6,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/exp0nge/alexa-doorman-who-is-at-my-door-22b251","https://www.hackster.io/exp0nge"
"205",0,2,3741,18,1,8.236,24,0,6,0,6,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/exp0nge/alexa-doorman-who-is-at-my-door-22b251","https://www.hackster.io/exp0nge"
"206",1,2,3740,32,1,8.099,40,14,229,0,19,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/foxlab/sight-for-the-blind-c1e1b9","https://www.hackster.io/Salmanfarisvp"
"207",0,2,3679,7,1,725,3,0,0,0,6,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/justin-revelstoke/tedduino-101-5c086d","https://www.hackster.io/justin-revelstoke"
"208",0,2,3670,14,0,3.473,27,5,5,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/peterfjorgensen/i-m-fine-b0a78a","https://www.hackster.io/peterfjorgensen"
"209",1,2,3661,22,1,24.809,85,6,34,1,6,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/ThereIsNoTry/personal-home-safety-agent-2068ea","https://www.hackster.io/ThereIsNoTry"
"210",0,2,3657,12,1,8.763,44,13,55,9,12,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/LightPro/smartpostbox-f3f8dd","https://www.hackster.io/LightPro"
"211",0,2,3558,10,1,11.01,49,7,40,23,5,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/pulcher/say-thanks-to-all-courteous-drivers-a2387a","https://www.hackster.io/pulcher"
"212",0,2,3552,18,1,1.386,17,7,46,0,9,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/jscottb/dustbunny-a-particle-io-controlled-rover-43aa3b","https://www.hackster.io/jscottb"
"213",0,2,3508,11,1,2.803,18,0,3,0,1,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/phigax/smart-lighting-and-notifications-1c8a1b","https://www.hackster.io/phigax"
"214",0,2,3501,9,1,16.266,60,4,19,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/ShawnCruise/gps-datalogger-spatial-analysis-and-azure-iot-hub-072956","https://www.hackster.io/ShawnCruise"
"215",0,2,3423,13,1,790,8,2,13,0,4,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/xelfer/bring-in-the-washing-b40fba","https://www.hackster.io/xelfer"
"216",0,2,3404,7,1,879,13,2,4,1,1,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/abhijit-nathwani/refill-ament-for-3d-printers-261881","https://www.hackster.io/abhijit-nathwani"
"217",0,2,3372,4,0,7.733,31,3,6,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/RyanMichaud/plantanalyzer-e4d853","https://www.hackster.io/RyanMichaud"
"218",0,2,3344,18,1,1.819,6,1,17,0,7,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/chathuranga-liyanage/portable-environment-monitor-39398d","https://www.hackster.io/chathuranga-liyanage"
"219",0,2,3277,22,1,9.239,35,1,94,6,27,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/100181/spcpm-solar-powered-city-pollution-monitor-ca4072","https://www.hackster.io/Nyceane"
"220",0,2,3273,34,0,14.175,26,8,10,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/gut/aquarium-automation-deac12","https://www.hackster.io/Talal91"
"221",0,2,3129,11,0,1.389,9,0,0,0,2,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/schoonology/alfred-the-multi-zone-iot-roomba-805-e3da6b","https://www.hackster.io/schoonology"
"222",0,2,3079,11,1,1.228,9,0,1,2,2,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/2dudes/smart-kitchen-cube-e90742","https://www.hackster.io/digitalhoax"
"223",0,2,3078,7,1,400,2,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/emmanuel-garuz/portable-non-invasive-light-controller-more-dd1f71","https://www.hackster.io/emmanuel-garuz"
"224",0,2,3051,3,0,52.352,270,21,204,54,49,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/bltrobotics/vertical-hydroponic-farm-44fef9","https://www.hackster.io/bltrobotics"
"225",0,2,3039,18,1,21.635,52,1,14,0,3,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/keebie81/rfid-door-unlock-fa66ea","https://www.hackster.io/keebie81"
"226",0,2,3005,10,1,3.946,24,2,16,1,15,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/korn/call-blocker-telemarketer-stopper-5475dd","https://www.hackster.io/korn"
"227",0,2,2914,12,0,4.684,14,7,113,2,7,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/kemfic/developing-a-low-cost-microcentrifuge-using-e-waste-04b525","https://www.hackster.io/kemfic"
"228",0,2,2891,8,1,4.081,34,0,7,4,2,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/frank-burke-olson/lane-tech-hs-pcl-internet-of-things-door-buzzer-04ae12","https://www.hackster.io/frank-burke-olson"
"229",0,2,2852,7,1,34.343,222,19,45,0,2,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/walwode/herb-box-eco-system-7c51b3","https://www.hackster.io/walwode"
"230",0,2,2831,6,0,6.391,71,8,56,3,15,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/daveclarke/holocron-lamp-for-the-discerning-jedi-0d1f07","https://www.hackster.io/daveclarke"
"231",0,2,2830,10,1,1.009,15,0,60,1,12,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/carmelito/darth-vader-s-command-center-6191cd","https://www.hackster.io/carmelito"
"232",1,2,2768,14,1,20.437,80,11,15,0,3,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/iot-design-shop/fizviz-large-scale-physical-visualizations-for-your-stats-03249d","https://www.hackster.io/shum"
"233",0,2,2745,8,1,925,5,0,2,0,4,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/gerrikoiot/grovey-slocks-access-control-through-a-smart-door-lock-458a46","https://www.hackster.io/gerrikoiot"
"234",0,2,2721,17,1,17.457,29,11,16,0,2,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/doncoleman/mkr1000-temp-and-humidity-sensor-8f22ed","https://www.hackster.io/doncoleman"
"235",0,2,2694,20,0,1.383,5,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/crakers/where-s-my-stuff-find-your-misplaced-things-with-alexa-d354e9","https://www.hackster.io/lakshay_209"
"236",0,2,2689,27,0,3.106,11,6,19,0,12,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/alien-energy-3/wifi-enabled-2-4-wheeled-robot-platform-utilizing-mkr1000-f5e5c6","https://www.hackster.io/alien-energy-3"
"237",0,2,2680,9,1,1.187,11,3,1,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/telegramsam/alexa-enabled-arduino-powered-hot-water-monitor-ae0469","https://www.hackster.io/telegramsam"
"238",0,2,2668,7,1,232,0,0,37,0,16,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/jegatheesan/bt-portable-measuring-tape-868edf","https://www.hackster.io/jegatheesan"
"239",0,2,2661,6,0,1.196,2,0,2,7,3,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/itea-school/smart-school-system-ioe-unit-remic-intellectual-control-404d55","https://www.hackster.io/BatinAM"
"240",0,2,2630,8,1,1.516,3,0,37,0,16,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/jegatheesan/1-hack-rc-to-rc-and-bt-car-using-linkit-one-aab56b","https://www.hackster.io/jegatheesan"
"241",0,2,2612,11,1,6.387,16,5,13,0,3,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/colonel/prevention-of-heart-attack-09f726","https://www.hackster.io/colonel"
"242",0,2,2586,11,1,1.081,6,0,65,0,10,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/alpha007/wemos-d1-mini-wi-fi-controlled-4-wheeled-robot-cdc184","https://www.hackster.io/alpha007"
"243",0,2,2552,21,1,4.039,25,6,298,15,47,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/72740/alexa-turn-on-this-lamp-smart-3d-sensor-for-amazon-echo-b82d7b","https://www.hackster.io/RONDAGDAG"
"244",0,2,2526,10,1,1.23,5,0,3,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/stetommo83/alexa-put-the-kettle-on-ca7469","https://www.hackster.io/stetommo83"
"245",0,2,2467,15,0,3.714,10,6,4,1,4,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/wrinklefree/alexa-are-my-clothes-dry-1bc7e7","https://www.hackster.io/tednunn"
"246",0,2,2465,13,1,12.35,27,7,5,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/tinker-project/arduino-powered-smart-light-works-with-amazon-echo-9e20fd","https://www.hackster.io/tinker-project"
"247",1,2,2456,19,1,25.272,64,4,5,0,1,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/jeko23/the-online-force-detector-018342","https://www.hackster.io/jeko23"
"248",0,2,2436,11,1,1.674,6,0,20,0,10,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/bluetiger9/alexa-walabot-controlled-smart-3d-printer-45a5c2","https://www.hackster.io/bluetiger9"
"249",0,2,2405,9,0,392,10,0,44,0,19,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/ehsan-aerabi/kids-tracker-for-smart-houses-a681a7","https://www.hackster.io/ehsan-aerabi"
"250",0,2,2405,12,1,3.731,10,2,25,0,8,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/Momy93/sandro-your-personal-gps-assistant-26dfa3","https://www.hackster.io/Momy93"
"251",0,2,2403,6,1,1.289,6,0,25,0,17,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/dhq/garden-sensors-dashboard-ddc819","https://www.hackster.io/dhq"
"252",0,2,2390,19,1,4.346,30,0,6,0,5,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/user16807/sentinel-security-735c54","https://www.hackster.io/user16807"
"253",0,2,2388,1,1,421,3,0,34,0,12,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/evo/pac-man-on-a-phone-jedi-hand-controls-with-a-photon-0e8e8f","https://www.hackster.io/evo"
"254",1,2,2383,11,1,3.819,42,8,31,0,2,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/anand/linkit-one-smart-vehicle-box-svb-db6a4a","https://www.hackster.io/anand"
"255",0,2,2367,15,1,1.099,6,0,0,0,0,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/attari/alexa-smart-power-strip-with-temperature-ba7009","https://www.hackster.io/attari"
"256",0,2,2311,6,1,6.244,10,1,85,6,15,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/darian-johnson/diy-smart-lamp-controlled-by-toggle-switch-and-alexa-7de243","https://www.hackster.io/darian-johnson"
"257",0,2,2289,16,1,876,8,0,1,0,1,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/JerseyTechGuy/bringing-darth-vader-to-life-with-lights-and-sounds-dc21ab","https://www.hackster.io/JerseyTechGuy"
"258",0,2,2251,7,0,12.216,48,3,68,0,10,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/BuddyC/intelligent-home-automation-with-windows-10-iot-core-97319b","https://www.hackster.io/BuddyC"
"259",0,2,2237,7,1,154,4,0,1,0,5,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/mcmchris/how-to-automate-your-room-with-google-assistant-and-arduino-42785e","https://www.hackster.io/mcmchris"
"260",0,2,2215,14,1,5.174,12,1,42,0,10,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/brandmooffin/who-s-home-3cae70","https://www.hackster.io/brandmooffin"
"261",0,2,2201,12,1,1.655,13,0,0,0,2,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/55368/soil-moisture-meter-that-chirp-7e98a6","https://www.hackster.io/mok"
"262",0,2,2194,14,1,814,6,0,42,0,10,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/brandmooffin/light-droid-c93b6a","https://www.hackster.io/brandmooffin"
