Winorloose;Schwierigkeitsgrad;words;images;instructions;views;likes;comments;follower;following;projects;contest;projectpage;userpage
0;1;159;0;0;1647;2;1;0;0;1;https://www.hackster.io/contests/april-fools;https://www.hackster.io/calvin-iba/april-fools-cup-siphon-2b2594;https://www.hackster.io/calvin-iba
0;1;144;0;1;252;1;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-totally-awesome-larsens/dress-me-e83852;https://www.hackster.io/blackpacu
0;1;136;0;0;158;3;0;29;0;11;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/jeffpar0721/pet-monitoring-611adc;https://www.hackster.io/jeffpar0721
0;1;126;1;0;536;0;0;17;4;11;https://www.hackster.io/contests/pi-day-contest;https://www.hackster.io/momososo/nilakantha-series-89e939;https://www.hackster.io/momososo
0;1;126;0;0;53;0;0;0;0;2;https://www.hackster.io/contests/april-fools;https://www.hackster.io/jak-s-hub/what-s-an-etruscan-urn-1b579e;https://www.hackster.io/jgrimm63
0;1;125;0;0;2345;9;0;5;0;2;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/gary101gaurav/diy-home-of-the-future-smart-home-using-raspberry-pi-2d9daa;https://www.hackster.io/gary101gaurav
0;1;124;0;0;46;0;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-solarwind/home-energy-saving-system-cdc456;https://www.hackster.io/Israelfmb
0;1;124;0;0;21;0;0;0;0;5;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/phantom-ripley-mef/home-front-monitor-25bb21;https://www.hackster.io/phantom-ripley-mef
0;1;123;0;0;295;2;1;1;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-kool-kids/window-automation-temperature-and-light-60f607;https://www.hackster.io/hal-formula-16
0;1;118;1;0;5781;18;4;4;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/linyi/security-camera-to-make-in-rpi2-and-webcam-f07953;https://www.hackster.io/linyi
0;1;105;0;0;780;3;1;2;0;5;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-mind-raiders/smart-plumbing-and-electrical-solutions-daf049;https://www.hackster.io/MurphyLaw
0;1;105;0;0;780;3;1;2;0;5;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-mind-raiders/smart-plumbing-and-electrical-solutions-daf049;https://www.hackster.io/MurphyLaw
0;1;102;1;0;1151;5;0;21;1;20;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/Rjuarez7/arduino-101-blynk-and-ble-example-panel-69114f;https://www.hackster.io/Rjuarez7
0;1;72;0;0;280;2;0;2;0;1;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/SebastianAlba/save-water-city-730fb9;https://www.hackster.io/SebastianAlba
0;1;67;0;0;387;1;0;6;0;1;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/user152667/sensing-pir-motion-sensor-raw-units-and-display-c7c404;https://www.hackster.io/user152667
0;1;63;1;0;8;0;0;0;1;1;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/Shridar/counting-system-using-smart-sensors-ieee-docx-69c395;https://www.hackster.io/Shridar
0;1;48;0;1;89;1;0;0;0;1;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/ejlabnet/iweather1-86d763;https://www.hackster.io/ejlabnet
0;1;44;0;0;22;0;0;0;0;1;https://www.hackster.io/contests/pi-day-contest;https://www.hackster.io/mcnair-magnet-makerspace/pi-makers-pi-makers-make-me-a-pi-570eee;https://www.hackster.io/connie-rooke
0;1;35;0;0;241;2;0;204;54;49;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/bltrobotics/urban-farmbot-linkit-one-iot-edition-d88cf6;https://www.hackster.io/bltrobotics
0;1;18;0;0;87;0;2;1;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-scalar/motion-sensed-comforter-4adf81;https://www.hackster.io/aswin_vt
0;1;16;0;1;110;0;0;1;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/smart94dude/home-397c0e;https://www.hackster.io/smart94dude
0;1;6;0;0;435;2;2;53;8;43;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/karimmufte/led-sequential-control-arduino-tutorial-16c6af;https://www.hackster.io/karimmufte
0;2;17612;71;1;8467;54;16;130;5;6;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/erictsai/lora-tooth-small-ble-sensors-over-wifi-lora-gateways-0aa109;https://www.hackster.io/erictsai
0;2;9670;40;1;3887;18;3;35;8;11;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/PaulTR/remote-and-voice-controlled-smart-fan-3ae50c;https://www.hackster.io/PaulTR
0;2;9670;40;1;3887;18;3;35;8;11;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/PaulTR/remote-and-voice-controlled-smart-fan-3ae50c;https://www.hackster.io/PaulTR
1;2;8228;36;1;124881;389;32;149;0;3;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/cyborg-titanium-14/home-automation-system-using-raspberry-pi-784235;https://www.hackster.io/cyborg-titanium-14
1;2;7537;28;1;5841;21;38;70;58;25;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/team-101/it-s-for-the-birds-119256;https://www.hackster.io/gov
0;2;7508;34;1;3383;19;1;2;1;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/rampi/rampiot-cool-smart-lock-a6d816;https://www.hackster.io/rampi
1;2;7264;11;1;2945;24;7;6;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/moors7/death-star-word-clock-44ff10;https://www.hackster.io/moors7
0;2;6578;20;1;144;18;0;45;0;4;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/Imetomi/jedi-force-gestures-based-home-automation-be6c7b;https://www.hackster.io/Imetomi
0;2;6529;79;1;11772;56;24;59;7;10;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/ruchir1674/smart-switch-using-arduino-and-alexa-0669a5;https://www.hackster.io/ruchir1674
0;2;6529;79;1;11772;56;24;59;7;10;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/ruchir1674/smart-switch-using-arduino-and-alexa-0669a5;https://www.hackster.io/ruchir1674
0;2;6029;34;1;3686;16;3;15;10;3;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/ahmedibrrahim/raspberry-pi-3-as-a-web-server-using-flask-and-python-47fb62;https://www.hackster.io/ahmedibrrahim
0;2;5901;42;1;680;3;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/oleolson/smart-smokes-591c25;https://www.hackster.io/oleolson
0;2;5786;12;1;408;2;1;16;0;9;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/breakpointer/kitchen-appliance-monitoring-with-bb-8-f68f5f;https://www.hackster.io/breakpointer
0;2;5725;10;0;3797;12;0;1;3;2;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/dasbridge-team/dasbridge-129717;https://www.hackster.io/aldrinleal
0;2;5552;59;1;8076;39;1;8;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/3r1km0r4n/iot-for-coins-677ab8;https://www.hackster.io/3r1km0r4n
0;2;5423;17;1;420;0;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/erik-lane/controlling-a-siren-with-alexa-1b16fb;https://www.hackster.io/erik-lane
1;2;5387;12;1;3288;8;1;1;0;3;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/roroid/iot-aquarium-controller-448dac;https://www.hackster.io/roroid
0;2;5234;11;1;1587;5;0;5;0;7;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/3magku/alexa-controlled-door-sign-demo-5fb51a;https://www.hackster.io/3magku
0;2;5058;22;1;780;7;0;35;2;8;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/geeve-george/curismo-a-smart-pill-box-assistant-for-users-with-dementia-7a8dfd;https://www.hackster.io/geeve-george
0;2;4948;54;1;12985;58;36;0;0;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/25439/voice-controlled-smart-home-36e37e;https://www.hackster.io/mafiha
0;2;4933;28;1;895;8;2;3;1;4;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/cojoteam/stowaway-e1813c;https://www.hackster.io/Peque
0;2;4868;14;1;979;11;2;14;0;2;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/heskew/little-sentry-droid-179ff2;https://www.hackster.io/heskew
1;2;4798;15;1;1533;28;5;14;0;1;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/10867/longer-life-for-drivers-f17f13;https://www.hackster.io/alixaangarita
0;2;4757;12;1;21915;42;31;65;0;10;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/alpha007/smart-trash-can-iot-system-0f9160;https://www.hackster.io/alpha007
1;2;4692;17;1;6691;43;10;15;4;8;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/skyline/solar-panel-dual-management-system-sp-dms-3a87ca;https://www.hackster.io/skyline
0;2;4679;42;0;948;3;0;1;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/jfforever70/habitat-hub-an-alexa-and-arduino-smart-home-for-terrariums-8c3f1a;https://www.hackster.io/jfforever70
0;2;4679;14;1;1519;3;8;3;0;2;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/Sverd_Industries/diy-iot-lamp-for-home-automation-c76a23;https://www.hackster.io/Sverd_Industries
1;2;4641;13;1;286025;674;95;371;0;8;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/AnuragVasanwala/home-automation-using-raspberry-pi-2-and-windows-10-iot-0dcefc;https://www.hackster.io/AnuragVasanwala
0;2;4508;4;0;242;4;0;1;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/stuartmvg/the-kotor-crate-dbce5b;https://www.hackster.io/stuartmvg
1;2;4428;37;1;20176;23;6;31;0;5;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/Technovation/smart-garbage-monitoring-system-using-arduino-101-3b813c;https://www.hackster.io/Technovation
0;2;4396;12;1;722;77;4;2;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/jonathanmv/alexa-launch-a-paper-plane-acf175;https://www.hackster.io/jonathanmv
1;2;4345;16;1;13078;30;7;12;6;1;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/alberto-sartori/smart-cube-a-new-way-to-control-your-home-7d0283;https://www.hackster.io/alberto-sartori
0;2;4336;17;1;2287;26;4;4;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/gpvm/lobot-2-0-wearable-headgear-f9acac;https://www.hackster.io/gpvm
0;2;4319;9;1;1718;24;20;13;18;2;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/ravi-butani/drs-for-sanitization-needs-of-baby-25b391;https://www.hackster.io/ravi-butani
0;2;4245;17;1;5209;17;2;5;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/JHowardA/hygge-home-alexa-smart-bath-e6fbd8;https://www.hackster.io/JHowardA
0;2;4098;15;1;301;1;0;0;0;3;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/wichai-tossamartvorakul/alexa-coco-sensor-monitor-e4ea56;https://www.hackster.io/wichai-tossamartvorakul
0;2;4093;11;1;1037;13;3;2;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/stefaandesmet/alexa-enabled-thermostat-for-junkers-gas-heater-13b899;https://www.hackster.io/stefaandesmet
0;2;4092;2;1;341;23;0;6;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/jordy-de-rosa/kitchen-assistant-4b8416;https://www.hackster.io/jordy-de-rosa
0;2;3865;42;1;2057;14;0;229;0;19;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/Salmanfarisvp/jarvis-personal-assistant-ef7392;https://www.hackster.io/Salmanfarisvp
0;2;3764;16;1;271;21;3;9;0;4;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/milesnash_/3d-printer-monitoring-with-alexa-and-arduino-024292;https://www.hackster.io/milesnash_
1;2;3764;16;1;271;21;3;9;0;4;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/milesnash_/3d-printer-monitoring-with-alexa-and-arduino-024292;https://www.hackster.io/milesnash_
0;2;3741;18;1;8236;24;0;6;0;6;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/exp0nge/alexa-doorman-who-is-at-my-door-22b251;https://www.hackster.io/exp0nge
0;2;3741;18;1;8236;24;0;6;0;6;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/exp0nge/alexa-doorman-who-is-at-my-door-22b251;https://www.hackster.io/exp0nge
1;2;3740;32;1;8099;40;14;229;0;19;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/foxlab/sight-for-the-blind-c1e1b9;https://www.hackster.io/Salmanfarisvp
0;2;3679;7;1;725;3;0;0;0;6;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/justin-revelstoke/tedduino-101-5c086d;https://www.hackster.io/justin-revelstoke
0;2;3670;14;0;3473;27;5;5;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/peterfjorgensen/i-m-fine-b0a78a;https://www.hackster.io/peterfjorgensen
1;2;3661;22;1;24809;85;6;34;1;6;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/ThereIsNoTry/personal-home-safety-agent-2068ea;https://www.hackster.io/ThereIsNoTry
0;2;3657;12;1;8763;44;13;55;9;12;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/LightPro/smartpostbox-f3f8dd;https://www.hackster.io/LightPro
0;2;3558;10;1;1101;49;7;40;23;5;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/pulcher/say-thanks-to-all-courteous-drivers-a2387a;https://www.hackster.io/pulcher
0;2;3552;18;1;1386;17;7;46;0;9;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/jscottb/dustbunny-a-particle-io-controlled-rover-43aa3b;https://www.hackster.io/jscottb
0;2;3508;11;1;2803;18;0;3;0;1;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/phigax/smart-lighting-and-notifications-1c8a1b;https://www.hackster.io/phigax
0;2;3501;9;1;16266;60;4;19;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/ShawnCruise/gps-datalogger-spatial-analysis-and-azure-iot-hub-072956;https://www.hackster.io/ShawnCruise
0;2;3423;13;1;790;8;2;13;0;4;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/xelfer/bring-in-the-washing-b40fba;https://www.hackster.io/xelfer
0;2;3404;7;1;879;13;2;4;1;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/abhijit-nathwani/refill-ament-for-3d-printers-261881;https://www.hackster.io/abhijit-nathwani
0;2;3372;4;0;7733;31;3;6;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/RyanMichaud/plantanalyzer-e4d853;https://www.hackster.io/RyanMichaud
0;2;3344;18;1;1819;6;1;17;0;7;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/chathuranga-liyanage/portable-environment-monitor-39398d;https://www.hackster.io/chathuranga-liyanage
0;2;3277;22;1;9239;35;1;94;6;27;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/100181/spcpm-solar-powered-city-pollution-monitor-ca4072;https://www.hackster.io/Nyceane
0;2;3273;34;0;14175;26;8;10;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/gut/aquarium-automation-deac12;https://www.hackster.io/Talal91
0;2;3129;11;0;1389;9;0;0;0;2;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/schoonology/alfred-the-multi-zone-iot-roomba-805-e3da6b;https://www.hackster.io/schoonology
0;2;3079;11;1;1228;9;0;1;2;2;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/2dudes/smart-kitchen-cube-e90742;https://www.hackster.io/digitalhoax
0;2;3078;7;1;400;2;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/emmanuel-garuz/portable-non-invasive-light-controller-more-dd1f71;https://www.hackster.io/emmanuel-garuz
0;2;3051;3;0;52352;270;21;204;54;49;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/bltrobotics/vertical-hydroponic-farm-44fef9;https://www.hackster.io/bltrobotics
0;2;3039;18;1;21635;52;1;14;0;3;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/keebie81/rfid-door-unlock-fa66ea;https://www.hackster.io/keebie81
0;2;3005;10;1;3946;24;2;16;1;15;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/korn/call-blocker-telemarketer-stopper-5475dd;https://www.hackster.io/korn
0;2;2914;12;0;4684;14;7;113;2;7;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/kemfic/developing-a-low-cost-microcentrifuge-using-e-waste-04b525;https://www.hackster.io/kemfic
0;2;2891;8;1;4081;34;0;7;4;2;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/frank-burke-olson/lane-tech-hs-pcl-internet-of-things-door-buzzer-04ae12;https://www.hackster.io/frank-burke-olson
0;2;2852;7;1;34343;222;19;45;0;2;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/walwode/herb-box-eco-system-7c51b3;https://www.hackster.io/walwode
0;2;2831;6;0;6391;71;8;56;3;15;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/daveclarke/holocron-lamp-for-the-discerning-jedi-0d1f07;https://www.hackster.io/daveclarke
0;2;2830;10;1;1009;15;0;60;1;12;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/carmelito/darth-vader-s-command-center-6191cd;https://www.hackster.io/carmelito
1;2;2768;14;1;20437;80;11;15;0;3;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/iot-design-shop/fizviz-large-scale-physical-visualizations-for-your-stats-03249d;https://www.hackster.io/shum
0;2;2745;8;1;925;5;0;2;0;4;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/gerrikoiot/grovey-slocks-access-control-through-a-smart-door-lock-458a46;https://www.hackster.io/gerrikoiot
0;2;2721;17;1;17457;29;11;16;0;2;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/doncoleman/mkr1000-temp-and-humidity-sensor-8f22ed;https://www.hackster.io/doncoleman
0;2;2694;20;0;1383;5;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/crakers/where-s-my-stuff-find-your-misplaced-things-with-alexa-d354e9;https://www.hackster.io/lakshay_209
0;2;2689;27;0;3106;11;6;19;0;12;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/alien-energy-3/wifi-enabled-2-4-wheeled-robot-platform-utilizing-mkr1000-f5e5c6;https://www.hackster.io/alien-energy-3
0;2;2680;9;1;1187;11;3;1;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/telegramsam/alexa-enabled-arduino-powered-hot-water-monitor-ae0469;https://www.hackster.io/telegramsam
0;2;2668;7;1;232;0;0;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/bt-portable-measuring-tape-868edf;https://www.hackster.io/jegatheesan
0;2;2661;6;0;1196;2;0;2;7;3;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/itea-school/smart-school-system-ioe-unit-remic-intellectual-control-404d55;https://www.hackster.io/BatinAM
0;2;2630;8;1;1516;3;0;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/1-hack-rc-to-rc-and-bt-car-using-linkit-one-aab56b;https://www.hackster.io/jegatheesan
0;2;2612;11;1;6387;16;5;13;0;3;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/colonel/prevention-of-heart-attack-09f726;https://www.hackster.io/colonel
0;2;2586;11;1;1081;6;0;65;0;10;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/alpha007/wemos-d1-mini-wi-fi-controlled-4-wheeled-robot-cdc184;https://www.hackster.io/alpha007
0;2;2552;21;1;4039;25;6;298;15;47;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/72740/alexa-turn-on-this-lamp-smart-3d-sensor-for-amazon-echo-b82d7b;https://www.hackster.io/RONDAGDAG
0;2;2526;10;1;123;5;0;3;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/stetommo83/alexa-put-the-kettle-on-ca7469;https://www.hackster.io/stetommo83
0;2;2467;15;0;3714;10;6;4;1;4;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/wrinklefree/alexa-are-my-clothes-dry-1bc7e7;https://www.hackster.io/tednunn
0;2;2465;13;1;1235;27;7;5;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/tinker-project/arduino-powered-smart-light-works-with-amazon-echo-9e20fd;https://www.hackster.io/tinker-project
1;2;2456;19;1;25272;64;4;5;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/jeko23/the-online-force-detector-018342;https://www.hackster.io/jeko23
0;2;2436;11;1;1674;6;0;20;0;10;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/bluetiger9/alexa-walabot-controlled-smart-3d-printer-45a5c2;https://www.hackster.io/bluetiger9
0;2;2405;9;0;392;10;0;44;0;19;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/ehsan-aerabi/kids-tracker-for-smart-houses-a681a7;https://www.hackster.io/ehsan-aerabi
0;2;2405;12;1;3731;10;2;25;0;8;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/Momy93/sandro-your-personal-gps-assistant-26dfa3;https://www.hackster.io/Momy93
0;2;2403;6;1;1289;6;0;25;0;17;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/dhq/garden-sensors-dashboard-ddc819;https://www.hackster.io/dhq
0;2;2390;19;1;4346;30;0;6;0;5;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/user16807/sentinel-security-735c54;https://www.hackster.io/user16807
0;2;2388;1;1;421;3;0;34;0;12;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/evo/pac-man-on-a-phone-jedi-hand-controls-with-a-photon-0e8e8f;https://www.hackster.io/evo
1;2;2383;11;1;3819;42;8;31;0;2;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/anand/linkit-one-smart-vehicle-box-svb-db6a4a;https://www.hackster.io/anand
0;2;2367;15;1;1099;6;0;0;0;0;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/attari/alexa-smart-power-strip-with-temperature-ba7009;https://www.hackster.io/attari
0;2;2311;6;1;6244;10;1;85;6;15;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/darian-johnson/diy-smart-lamp-controlled-by-toggle-switch-and-alexa-7de243;https://www.hackster.io/darian-johnson
0;2;2289;16;1;876;8;0;1;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/JerseyTechGuy/bringing-darth-vader-to-life-with-lights-and-sounds-dc21ab;https://www.hackster.io/JerseyTechGuy
0;2;2251;7;0;12216;48;3;68;0;10;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/BuddyC/intelligent-home-automation-with-windows-10-iot-core-97319b;https://www.hackster.io/BuddyC
0;2;2237;7;1;154;4;0;1;0;5;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/mcmchris/how-to-automate-your-room-with-google-assistant-and-arduino-42785e;https://www.hackster.io/mcmchris
0;2;2215;14;1;5174;12;1;42;0;10;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/brandmooffin/who-s-home-3cae70;https://www.hackster.io/brandmooffin
0;2;2201;12;1;1655;13;0;0;0;2;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/55368/soil-moisture-meter-that-chirp-7e98a6;https://www.hackster.io/mok
0;2;2194;14;1;814;6;0;42;0;10;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/brandmooffin/light-droid-c93b6a;https://www.hackster.io/brandmooffin
0;2;2184;25;1;2989;23;11;229;0;19;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/Salmanfarisvp/sebi-smart-electric-bin-c97e05;https://www.hackster.io/Salmanfarisvp
0;2;2174;10;1;600;9;0;50;13;8;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/ryanjgill2/chameleon-monitoring-system-b11261;https://www.hackster.io/ryanjgill2
0;2;2134;9;1;13858;38;4;11;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/svelde/control-arduino-rover-using-firmata-and-xbox-one-controller-70c51a;https://www.hackster.io/svelde
0;2;2097;8;0;4269;23;1;11;0;1;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/Laura_Vargas/e-care-heart-5b7edf;https://www.hackster.io/Laura_Vargas
0;2;2085;8;1;1427;11;0;4;5;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/start-down/alexa-humour-dj-24557f;https://www.hackster.io/Frao92
0;2;2075;10;0;2875;12;0;8;0;8;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/chuartdo/solar-battery-powered-switch-for-blinds-lights-and-charger-f24118;https://www.hackster.io/chuartdo
0;2;2075;10;0;2875;12;0;8;0;8;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/chuartdo/solar-battery-powered-switch-for-blinds-lights-and-charger-f24118;https://www.hackster.io/chuartdo
0;2;2073;7;1;3418;25;4;10;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/rethink-iot/event-monitor-for-independent-senior-citizens-e3edfc;https://www.hackster.io/joepvanwyk
0;2;2061;21;1;1186;18;0;50;0;11;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/sarthaksethi/control-any-device-with-your-hand-78fdc4;https://www.hackster.io/sarthaksethi
0;2;2059;4;0;1033;6;0;81;2;14;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/28831/getting-started-with-the-sparkfun-blynk-board-and-fixes-03a052;https://www.hackster.io/reanimationxp
0;2;2046;21;1;1289;6;1;119;4;48;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/wesee/drs-for-water-filtration-system-caab53;https://www.hackster.io/wesee
0;2;1998;2;1;2425;5;0;50;19;32;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/masteruan/arduino-101-curie-ios-pulse-sensor-2441cd;https://www.hackster.io/masteruan
0;2;1962;16;1;1533;3;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/king-bros/rainometer-d4b1fa;https://www.hackster.io/Marco_King
0;2;1929;8;1;106;5;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/bytehead/diy-air-humidifier-with-backlight-controlled-by-alexa-03b421;https://www.hackster.io/bytehead
0;2;1906;8;1;11455;43;0;213;6;58;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/gatoninja236/iot-treat-dispenser-for-pets-1200cd;https://www.hackster.io/gatoninja236
0;2;1887;3;0;1645;9;2;3;2;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/techtower64/solar-powered-iot-rain-barrel-185982;https://www.hackster.io/techtower64
0;2;1883;4;1;2164;18;0;31;7;13;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/parmarravi950/iotrix-smart-advertisement-led-board-cbfff5;https://www.hackster.io/parmarravi950
